0,0,0,NaN,-14.12,250,0,0
0,0,0,NaN,-12.15,250,0,0
0.048461,0,0,NaN,-16.37,250,1,0
0.088823,0,0,-4.8833,-14.96,250,1,0
0.12974,0,0,-7.9169,-16.83,250,1,0
0.16812,0.0023998,0,-10.143,-17.96,250.02,1,0
0.22334,0.0023997,0,-18.811,-22.27,250.03,1,0
0.26882,0.0023996,0,-19.475,-22.17,250.05,1,0
0.30938,0.0023994,0,-20.476,-22.83,250.06,1,0
0.33983,0.0023993,0,-17.52,-19.27,250.07,1,0
0.36558,0.0023991,0,-16.207,-17.68,250.09,1,0
0.38645,0.0023989,0,-14.145,-15.34,250.11,1,0
0.40429,0.0023987,0,-12.816,-13.84,250.13,1,0
0.41819,0.0023985,0,-10.675,-11.49,250.16,1,0
0.42996,0.0023982,0,-9.4803,-10.18,250.19,1,0
0.44508,0.0043974,0,-12.036,-12.9,250.15,1,0
0.45541,0.013588,0,-8.7034,-9.81,250.23,1,0
0.45949,0.027531,0,-4.0398,-5.59,250.63,1,0
0.46366,0.030268,0,-4.2187,-7.46,251.09,1,0
0.47039,0.03022,0,-6.3188,-11.59,251.49,1,0
0.47496,0.04449,0,-4.5148,-8.21,251.74,1,0
0.4778,0.060227,0,-3.1491,-6.9,252.38,1,0
0.4803,0.062749,0,-2.8745,-7.46,253.39,1,0
0.48264,0.062476,0,-2.7565,-7.28,254.5,1,0
0.4852,0.062613,0,-2.9281,-7.65,255.54,1,0
0.48975,0.062411,0,-4.6083,-11.96,256.37,1,0
0.49352,0.068149,0,-4.1157,-10.56,256.79,1,0
0.49685,0.067889,0,-3.7824,-10.18,257.77,1,0
0.49866,0.067583,0,-2.5247,-6.72,258.94,1,0
0.50176,0.070887,0,-3.4394,-9.06,259.57,1,0
0.50616,0.082547,0,-4.7147,-12.71,259.25,1,0
0.51213,0.085869,0,-5.935,-17.58,259.7,1,0
0.51897,0.08564,0,-6.8357,-20.58,260.39,1,0
0.52275,0.087673,0,-4.281,-12.71,261.2,1,0
0.52433,0.088775,0,-2.3716,-7.09,262.46,1,0
0.52636,0.088717,0,-2.7155,-8.12,263.76,1,0
0.52726,0.088989,0,-1.7618,-5.22,265.2,1,0
0.52887,0.092065,0,-2.2475,-6.62,266.12,1,0
0.53217,0.091677,0,-3.7446,-11.21,267.24,1,0
0.53628,0.091339,0,-4.4872,-13.27,268.23,1,0
0.53912,0.091732,0,-3.3576,-9.81,269.26,1,0
0.54363,0.091426,0,-4.9553,-14.4,270.16,1,0
0.54785,0.091116,0,-4.7841,-13.74,271.08,1,0
0.55073,0.091144,0,-3.5851,-10.18,272.1,1,0
0.55244,0.090711,0,-2.385,-6.72,273.4,1,0
0.5537,0.090272,0,-2.106,-5.87,274.72,1,0
0.55503,0.08985,0,-2.1643,-5.97,276.02,1,0
0.55642,0.096502,0,-2.2193,-6.06,275.64,1,0
0.55787,0.10622,0,-2.1512,-6.15,274.9,1,0
0.5598,0.12724,0,-2.5991,-7.93,272.71,1,0
0.56245,0.13677,0,-3.2704,-11.4,272.72,1,0
0.56561,0.14079,0,-3.7549,-13.74,273.45,1,0
0.56972,0.1402,0,-4.792,-17.77,274.6,1,0
0.57367,0.13961,0,-4.6822,-17.12,275.77,1,0
0.57813,0.14105,0,-5.1606,-18.61,276.51,1,0
0.58204,0.14046,0,-4.6758,-16.83,277.66,1,0
0.58392,0.15017,0,-2.6836,-9.53,277.68,1,0
0.58452,0.15171,0,-1.3527,-5.03,279.49,1,0
0.58484,0.1629,0,-1.1779,-4.37,279.93,1,0
0.58527,0.16152,0,-1.1693,-4.56,282.31,1,0
0.58624,0.16037,0,-1.8027,-6.9,284.35,1,0
0.58711,0.15924,0,-1.7078,-6.43,286.35,1,0
0.58775,0.15812,0,-1.4843,-5.5,288.38,1,0
0.5885,0.15707,0,-1.5844,-5.78,290.31,1,0
0.59109,0.16062,0,-3.4054,-12.24,290.75,1,0
0.59316,0.16057,0,-2.9062,-10.56,292.08,1,0
0.59466,0.15969,0,-2.3324,-8.4,293.7,1,0
0.59449,0.16042,0,-0.57124,-2.03,295.47,1,0
0.5947,0.15934,0,-0.94421,-3.34,297.47,1,0
0.59398,0.10533,0,0,1.34,450,1,0
0.59326,0.10533,0,0,1.53,450,1,0
0.59399,0.10917,0,-1.4242,-2.5,445.2,1,0
0.59473,0.10978,0,-1.4406,-2.59,444.53,1,0
0.59517,0.11007,0,-1.2309,-2.22,444.28,1,0
0.59596,0.11036,0,-1.5891,-2.87,444.02,1,0
0.59685,0.11097,0,-1.6925,-3.06,443.37,1,0
0.59712,0.11093,0,-1.0698,-1.94,443.51,1,0
0.59631,0.10933,0,0,1.25,450,1,0
0.59481,0.10933,0,0,2.28,450,1,0
0.59319,0.10933,0,0,3.03,450,1,0
0.59234,0.11413,0,-0.71742,-1.28,444.24,1,0
0.5903,0.11267,0,0,0.12,450,1,0
0.5894,0.11649,0,-0.088299,-0.16,445.54,1,0
0.58795,0.12914,0,-0.3393,-0.63,432.1,1,0
0.58632,0.124,0,0,0.12,450,1,0
0.58472,0.124,0,0,0.03,450,1,0
0.58638,0.12333,0.0031752,-0.084111,-0.16,443.6,1,0
0.58472,0.12158,0.0031752,0,0.22,450,1,0
0.58591,0.11861,0.0052605,-0.72693,-1.37,448.65,1,0
0.58514,0.13416,0.0057414,-0.284,-0.53,431.38,1,0
0.58811,0.19435,0.010954,-0.57868,-1.19,380.92,1,0
0.60587,0.18137,0.032056,-0.054704,-0.16,360.74,1,0
0.6083,0.16831,0.042956,-0.085262,-0.25,354.17,1,0
0.60548,0.15685,0.047819,-0.15446,-0.44,354.39,1,0
0.6014,0.12352,0.047819,0,1.25,450,1,0
0.59719,0.12352,0.047819,0,1.53,450,1,0
0.59281,0.12352,0.047819,0,1.34,450,1,0
0.58853,0.12151,0.047819,0,3.12,450,1,0
0.5792,0.12151,0.047819,0,0.31,450,1,0
0.57035,0.12151,0.047819,0,3.59,450,1,0
0.56694,0.12151,0.047819,0,2.75,450,1,0
0.56361,0.12151,0.047819,0,2.75,450,1,0
0.56001,0.12151,0.047819,0,4.9,450,1,0
0.55145,0.12151,0.047819,0,3.87,450,1,0
0.5433,0.12151,0.047819,0,4.62,450,1,0
0.53386,0.12151,0.047819,0,4.62,450,1,0
0.52398,0.12151,0.047819,0,3.68,450,1,0
0.51535,0.12151,0.047819,0,4.62,450,1,0
0.51122,0.12151,0.047819,0,1.53,450,1,0
0.50367,0.12151,0.047819,0,0.03,450,1,0
0.49932,0.12151,0.047819,0,0.41,450,1,0
0.50497,0.11148,0.057559,-0.30953,-0.63,437.88,1,0
0.50045,0.10848,0.057559,0,1.53,450,1,0
0.4916,0.10848,0.057559,0,0.78,450,1,0
0.48353,0.10848,0.057559,0,3.22,450,1,0
0.47483,0.10823,0.057559,0,3.68,450,1,0
0.46419,0.10823,0.057559,0,2.75,450,1,0
0.45544,0.10188,0.057559,0,4.81,450,1,0
0.44524,0.10188,0.057559,0,2.19,450,1,0
0.43465,0.085335,0.057559,0,7.99,450,1,0
0.42299,0.076468,0.057559,0,7.34,450,1,0
0.4127,0.076468,0.057559,0,0.97,450,1,0
0.40313,0.076468,0.057559,0,4.06,450,1,0
0.40048,0.076468,0.057559,0,4.81,450,1,0
0.39585,0.076468,0.057559,0,1.53,450,1,0
0.3912,0.076468,0.057559,0,3.59,450,1,0
0.38644,0.076468,0.057559,0,4.72,450,1,0
0.3793,0.076468,0.057559,0,5.46,450,1,0
0.37201,0.069368,0.057559,0,6.96,450,1,0
0.36441,0.069368,0.057559,0,4.06,450,1,0
0.35673,0.069368,0.057559,0,1.72,450,1,0
0.35246,0.069368,0.057559,0,2.94,450,1,0
0.34792,0.05454,0.057559,0,6.68,450,1,0
0.34336,0.05454,0.057559,0,5.56,450,1,0
0.33868,0.024324,0.057559,0,10.81,450,1,0
0.32779,0.002096,0.057559,0,8.37,450,1,0
0.30599,0,0.057559,0,7.34,250,1,0
0.27492,0,0.038843,0,8.56,250,1,0
0.24407,0,0.019595,0,10.06,250,1,0
0.21092,0,0,0,13.62,250,1,0
0.1815,0,0,0,13.43,250,1,0
0.14997,0,0,0,14.08,250,1,0
0.12111,0,0,0,13.05,250,1,0
0.097548,0,0,0,9.96,250,1,0
0.084034,0,0,0,5.46,250,1,0
0.065162,0,0,0,6.5,250,1,0
0.049842,0,0,0,8.52,250,1,0
0.035987,0,0,0,8.26,250,1,0
0.020688,0,0,0,9.83,250,1,0
0.0061166,0,0,0,9.83,250,1,0
0,0,0,NaN,12.27,250,0,0
0,0,0,NaN,13.36,250,0,0
0,0,0,NaN,14.1,250,0,0
0,0,0,NaN,12.78,250,0,0
0,0,0,NaN,12.5,250,0,0
0,0,0,NaN,12.53,250,0,0
0,0,0,NaN,14.13,250,0,0
0,0,0,NaN,11.95,250,0,0
0,0,0,NaN,11.18,250,0,0
0,0,0,NaN,12.32,250,0,0
0,0,0,NaN,14.36,250,0,0
0,0,0,NaN,11.76,250,0,0
0,0,0,NaN,11.29,250,0,0
0,0,0,NaN,10.32,250,0,0
0,0,0,NaN,10.87,250,0,0
0,0,0,NaN,11.23,250,0,0
0,0,0,NaN,13.27,250,0,0
0,0,0,NaN,15.42,250,0,0
0,0,0,NaN,9.67,250,0,0
0,0,0,NaN,9.93,250,0,0
0,0,0,NaN,10.34,250,0,0
0,0,0,NaN,12.76,250,0,0
0,0,0,NaN,14.91,250,0,0
0,0,0,NaN,15.06,250,0,0
0,0,0,NaN,15.14,250,0,0
0,0,0,NaN,13.92,250,0,0
0,0,0,NaN,15.36,250,0,0
