"Var1","Var2","Var3","Var4","simid"
4,6,8,2,1345
5,6,8,2,1346
6,6,8,2,1347
7,6,8,2,1348
8,6,8,2,1349
9,6,8,2,1350
1,7,8,2,1351
2,7,8,2,1352
3,7,8,2,1353
4,7,8,2,1354
5,7,8,2,1355
6,7,8,2,1356
7,7,8,2,1357
8,7,8,2,1358
9,7,8,2,1359
1,8,8,2,1360
2,8,8,2,1361
3,8,8,2,1362
4,8,8,2,1363
5,8,8,2,1364
6,8,8,2,1365
7,8,8,2,1366
8,8,8,2,1367
9,8,8,2,1368
1,9,8,2,1369
2,9,8,2,1370
3,9,8,2,1371
4,9,8,2,1372
5,9,8,2,1373
6,9,8,2,1374
7,9,8,2,1375
8,9,8,2,1376
9,9,8,2,1377
1,1,9,2,1378
2,1,9,2,1379
3,1,9,2,1380
4,1,9,2,1381
5,1,9,2,1382
6,1,9,2,1383
7,1,9,2,1384
8,1,9,2,1385
9,1,9,2,1386
1,2,9,2,1387
2,2,9,2,1388
3,2,9,2,1389
4,2,9,2,1390
5,2,9,2,1391
6,2,9,2,1392
7,2,9,2,1393
8,2,9,2,1394
9,2,9,2,1395
1,3,9,2,1396
2,3,9,2,1397
3,3,9,2,1398
4,3,9,2,1399
5,3,9,2,1400
6,3,9,2,1401
7,3,9,2,1402
8,3,9,2,1403
9,3,9,2,1404
1,4,9,2,1405
2,4,9,2,1406
3,4,9,2,1407
4,4,9,2,1408
5,4,9,2,1409
6,4,9,2,1410
7,4,9,2,1411
8,4,9,2,1412
9,4,9,2,1413
1,5,9,2,1414
2,5,9,2,1415
3,5,9,2,1416
4,5,9,2,1417
5,5,9,2,1418
6,5,9,2,1419
7,5,9,2,1420
8,5,9,2,1421
9,5,9,2,1422
1,6,9,2,1423
2,6,9,2,1424
3,6,9,2,1425
4,6,9,2,1426
5,6,9,2,1427
6,6,9,2,1428
7,6,9,2,1429
8,6,9,2,1430
9,6,9,2,1431
1,7,9,2,1432
2,7,9,2,1433
3,7,9,2,1434
4,7,9,2,1435
5,7,9,2,1436
6,7,9,2,1437
7,7,9,2,1438
8,7,9,2,1439
9,7,9,2,1440
1,8,9,2,1441
2,8,9,2,1442
3,8,9,2,1443
4,8,9,2,1444
5,8,9,2,1445
6,8,9,2,1446
7,8,9,2,1447
8,8,9,2,1448
9,8,9,2,1449
1,9,9,2,1450
2,9,9,2,1451
3,9,9,2,1452
4,9,9,2,1453
5,9,9,2,1454
6,9,9,2,1455
7,9,9,2,1456
8,9,9,2,1457
9,9,9,2,1458
1,1,1,3,1459
2,1,1,3,1460
3,1,1,3,1461
4,1,1,3,1462
5,1,1,3,1463
6,1,1,3,1464
7,1,1,3,1465
8,1,1,3,1466
9,1,1,3,1467
1,2,1,3,1468
2,2,1,3,1469
3,2,1,3,1470
4,2,1,3,1471
5,2,1,3,1472
6,2,1,3,1473
7,2,1,3,1474
8,2,1,3,1475
9,2,1,3,1476
1,3,1,3,1477
2,3,1,3,1478
3,3,1,3,1479
4,3,1,3,1480
5,3,1,3,1481
6,3,1,3,1482
7,3,1,3,1483
8,3,1,3,1484
9,3,1,3,1485
1,4,1,3,1486
2,4,1,3,1487
3,4,1,3,1488
4,4,1,3,1489
5,4,1,3,1490
6,4,1,3,1491
7,4,1,3,1492
8,4,1,3,1493
9,4,1,3,1494
1,5,1,3,1495
2,5,1,3,1496
3,5,1,3,1497
4,5,1,3,1498
5,5,1,3,1499
6,5,1,3,1500
7,5,1,3,1501
8,5,1,3,1502
9,5,1,3,1503
1,6,1,3,1504
2,6,1,3,1505
3,6,1,3,1506
4,6,1,3,1507
5,6,1,3,1508
6,6,1,3,1509
7,6,1,3,1510
8,6,1,3,1511
9,6,1,3,1512
1,7,1,3,1513
2,7,1,3,1514
3,7,1,3,1515
4,7,1,3,1516
5,7,1,3,1517
6,7,1,3,1518
7,7,1,3,1519
8,7,1,3,1520
9,7,1,3,1521
1,8,1,3,1522
2,8,1,3,1523
3,8,1,3,1524
4,8,1,3,1525
5,8,1,3,1526
6,8,1,3,1527
7,8,1,3,1528
8,8,1,3,1529
9,8,1,3,1530
1,9,1,3,1531
2,9,1,3,1532
3,9,1,3,1533
4,9,1,3,1534
5,9,1,3,1535
6,9,1,3,1536
7,9,1,3,1537
8,9,1,3,1538
9,9,1,3,1539
1,1,2,3,1540
2,1,2,3,1541
3,1,2,3,1542
4,1,2,3,1543
5,1,2,3,1544
6,1,2,3,1545
7,1,2,3,1546
8,1,2,3,1547
9,1,2,3,1548
1,2,2,3,1549
2,2,2,3,1550
3,2,2,3,1551
4,2,2,3,1552
5,2,2,3,1553
6,2,2,3,1554
7,2,2,3,1555
8,2,2,3,1556
9,2,2,3,1557
1,3,2,3,1558
2,3,2,3,1559
3,3,2,3,1560
4,3,2,3,1561
5,3,2,3,1562
6,3,2,3,1563
7,3,2,3,1564
8,3,2,3,1565
9,3,2,3,1566
1,4,2,3,1567
2,4,2,3,1568
3,4,2,3,1569
4,4,2,3,1570
5,4,2,3,1571
6,4,2,3,1572
7,4,2,3,1573
8,4,2,3,1574
9,4,2,3,1575
1,5,2,3,1576
2,5,2,3,1577
3,5,2,3,1578
4,5,2,3,1579
5,5,2,3,1580
6,5,2,3,1581
7,5,2,3,1582
8,5,2,3,1583
9,5,2,3,1584
1,6,2,3,1585
2,6,2,3,1586
3,6,2,3,1587
4,6,2,3,1588
5,6,2,3,1589
6,6,2,3,1590
7,6,2,3,1591
8,6,2,3,1592
9,6,2,3,1593
1,7,2,3,1594
2,7,2,3,1595
3,7,2,3,1596
4,7,2,3,1597
5,7,2,3,1598
6,7,2,3,1599
7,7,2,3,1600
8,7,2,3,1601
9,7,2,3,1602
1,8,2,3,1603
2,8,2,3,1604
3,8,2,3,1605
4,8,2,3,1606
5,8,2,3,1607
6,8,2,3,1608
7,8,2,3,1609
8,8,2,3,1610
9,8,2,3,1611
1,9,2,3,1612
2,9,2,3,1613
3,9,2,3,1614
4,9,2,3,1615
5,9,2,3,1616
6,9,2,3,1617
7,9,2,3,1618
8,9,2,3,1619
9,9,2,3,1620
1,1,3,3,1621
2,1,3,3,1622
3,1,3,3,1623
4,1,3,3,1624
5,1,3,3,1625
6,1,3,3,1626
7,1,3,3,1627
8,1,3,3,1628
9,1,3,3,1629
1,2,3,3,1630
2,2,3,3,1631
3,2,3,3,1632
4,2,3,3,1633
5,2,3,3,1634
6,2,3,3,1635
7,2,3,3,1636
8,2,3,3,1637
9,2,3,3,1638
1,3,3,3,1639
2,3,3,3,1640
3,3,3,3,1641
4,3,3,3,1642
5,3,3,3,1643
6,3,3,3,1644
7,3,3,3,1645
8,3,3,3,1646
9,3,3,3,1647
1,4,3,3,1648
2,4,3,3,1649
3,4,3,3,1650
4,4,3,3,1651
5,4,3,3,1652
6,4,3,3,1653
7,4,3,3,1654
8,4,3,3,1655
9,4,3,3,1656
1,5,3,3,1657
2,5,3,3,1658
3,5,3,3,1659
4,5,3,3,1660
5,5,3,3,1661
6,5,3,3,1662
7,5,3,3,1663
8,5,3,3,1664
9,5,3,3,1665
1,6,3,3,1666
2,6,3,3,1667
3,6,3,3,1668
4,6,3,3,1669
5,6,3,3,1670
6,6,3,3,1671
7,6,3,3,1672
8,6,3,3,1673
9,6,3,3,1674
1,7,3,3,1675
2,7,3,3,1676
3,7,3,3,1677
4,7,3,3,1678
5,7,3,3,1679
6,7,3,3,1680
7,7,3,3,1681
8,7,3,3,1682
9,7,3,3,1683
1,8,3,3,1684
2,8,3,3,1685
3,8,3,3,1686
4,8,3,3,1687
5,8,3,3,1688
6,8,3,3,1689
7,8,3,3,1690
8,8,3,3,1691
9,8,3,3,1692
1,9,3,3,1693
2,9,3,3,1694
3,9,3,3,1695
4,9,3,3,1696
5,9,3,3,1697
6,9,3,3,1698
7,9,3,3,1699
8,9,3,3,1700
9,9,3,3,1701
1,1,4,3,1702
2,1,4,3,1703
3,1,4,3,1704
4,1,4,3,1705
5,1,4,3,1706
6,1,4,3,1707
7,1,4,3,1708
8,1,4,3,1709
9,1,4,3,1710
1,2,4,3,1711
2,2,4,3,1712
3,2,4,3,1713
4,2,4,3,1714
5,2,4,3,1715
6,2,4,3,1716
7,2,4,3,1717
8,2,4,3,1718
9,2,4,3,1719
1,3,4,3,1720
2,3,4,3,1721
3,3,4,3,1722
4,3,4,3,1723
5,3,4,3,1724
6,3,4,3,1725
7,3,4,3,1726
8,3,4,3,1727
9,3,4,3,1728
1,4,4,3,1729
2,4,4,3,1730
3,4,4,3,1731
4,4,4,3,1732
5,4,4,3,1733
6,4,4,3,1734
7,4,4,3,1735
8,4,4,3,1736
9,4,4,3,1737
1,5,4,3,1738
2,5,4,3,1739
3,5,4,3,1740
4,5,4,3,1741
5,5,4,3,1742
6,5,4,3,1743
7,5,4,3,1744
8,5,4,3,1745
9,5,4,3,1746
1,6,4,3,1747
2,6,4,3,1748
3,6,4,3,1749
4,6,4,3,1750
5,6,4,3,1751
6,6,4,3,1752
7,6,4,3,1753
8,6,4,3,1754
9,6,4,3,1755
1,7,4,3,1756
2,7,4,3,1757
3,7,4,3,1758
4,7,4,3,1759
5,7,4,3,1760
6,7,4,3,1761
7,7,4,3,1762
8,7,4,3,1763
9,7,4,3,1764
1,8,4,3,1765
2,8,4,3,1766
3,8,4,3,1767
4,8,4,3,1768
5,8,4,3,1769
6,8,4,3,1770
7,8,4,3,1771
8,8,4,3,1772
9,8,4,3,1773
1,9,4,3,1774
2,9,4,3,1775
3,9,4,3,1776
4,9,4,3,1777
5,9,4,3,1778
6,9,4,3,1779
7,9,4,3,1780
8,9,4,3,1781
9,9,4,3,1782
1,1,5,3,1783
2,1,5,3,1784
3,1,5,3,1785
4,1,5,3,1786
5,1,5,3,1787
6,1,5,3,1788
7,1,5,3,1789
8,1,5,3,1790
9,1,5,3,1791
1,2,5,3,1792
2,2,5,3,1793
3,2,5,3,1794
4,2,5,3,1795
5,2,5,3,1796
6,2,5,3,1797
7,2,5,3,1798
8,2,5,3,1799
9,2,5,3,1800
1,3,5,3,1801
2,3,5,3,1802
3,3,5,3,1803
4,3,5,3,1804
5,3,5,3,1805
6,3,5,3,1806
7,3,5,3,1807
8,3,5,3,1808
9,3,5,3,1809
1,4,5,3,1810
2,4,5,3,1811
3,4,5,3,1812
4,4,5,3,1813
5,4,5,3,1814
6,4,5,3,1815
7,4,5,3,1816
8,4,5,3,1817
9,4,5,3,1818
1,5,5,3,1819
2,5,5,3,1820
3,5,5,3,1821
4,5,5,3,1822
5,5,5,3,1823
6,5,5,3,1824
7,5,5,3,1825
8,5,5,3,1826
9,5,5,3,1827
1,6,5,3,1828
2,6,5,3,1829
3,6,5,3,1830
4,6,5,3,1831
5,6,5,3,1832
6,6,5,3,1833
7,6,5,3,1834
8,6,5,3,1835
9,6,5,3,1836
1,7,5,3,1837
2,7,5,3,1838
3,7,5,3,1839
4,7,5,3,1840
5,7,5,3,1841
6,7,5,3,1842
7,7,5,3,1843
8,7,5,3,1844
9,7,5,3,1845
1,8,5,3,1846
2,8,5,3,1847
3,8,5,3,1848
4,8,5,3,1849
5,8,5,3,1850
6,8,5,3,1851
7,8,5,3,1852
8,8,5,3,1853
9,8,5,3,1854
1,9,5,3,1855
2,9,5,3,1856
3,9,5,3,1857
4,9,5,3,1858
5,9,5,3,1859
6,9,5,3,1860
7,9,5,3,1861
8,9,5,3,1862
9,9,5,3,1863
1,1,6,3,1864
2,1,6,3,1865
3,1,6,3,1866
4,1,6,3,1867
5,1,6,3,1868
6,1,6,3,1869
7,1,6,3,1870
8,1,6,3,1871
9,1,6,3,1872
1,2,6,3,1873
2,2,6,3,1874
3,2,6,3,1875
4,2,6,3,1876
5,2,6,3,1877
6,2,6,3,1878
7,2,6,3,1879
8,2,6,3,1880
9,2,6,3,1881
1,3,6,3,1882
2,3,6,3,1883
3,3,6,3,1884
4,3,6,3,1885
5,3,6,3,1886
6,3,6,3,1887
7,3,6,3,1888
8,3,6,3,1889
9,3,6,3,1890
1,4,6,3,1891
2,4,6,3,1892
3,4,6,3,1893
4,4,6,3,1894
5,4,6,3,1895
6,4,6,3,1896
7,4,6,3,1897
8,4,6,3,1898
9,4,6,3,1899
1,5,6,3,1900
2,5,6,3,1901
3,5,6,3,1902
4,5,6,3,1903
5,5,6,3,1904
6,5,6,3,1905
7,5,6,3,1906
8,5,6,3,1907
9,5,6,3,1908
1,6,6,3,1909
2,6,6,3,1910
3,6,6,3,1911
4,6,6,3,1912
5,6,6,3,1913
6,6,6,3,1914
7,6,6,3,1915
8,6,6,3,1916
9,6,6,3,1917
1,7,6,3,1918
2,7,6,3,1919
3,7,6,3,1920
4,7,6,3,1921
5,7,6,3,1922
6,7,6,3,1923
7,7,6,3,1924
8,7,6,3,1925
9,7,6,3,1926
1,8,6,3,1927
2,8,6,3,1928
3,8,6,3,1929
4,8,6,3,1930
5,8,6,3,1931
6,8,6,3,1932
7,8,6,3,1933
8,8,6,3,1934
9,8,6,3,1935
1,9,6,3,1936
2,9,6,3,1937
3,9,6,3,1938
4,9,6,3,1939
5,9,6,3,1940
6,9,6,3,1941
7,9,6,3,1942
8,9,6,3,1943
9,9,6,3,1944
1,1,7,3,1945
2,1,7,3,1946
3,1,7,3,1947
4,1,7,3,1948
5,1,7,3,1949
6,1,7,3,1950
7,1,7,3,1951
8,1,7,3,1952
9,1,7,3,1953
1,2,7,3,1954
2,2,7,3,1955
3,2,7,3,1956
4,2,7,3,1957
5,2,7,3,1958
6,2,7,3,1959
7,2,7,3,1960
8,2,7,3,1961
9,2,7,3,1962
1,3,7,3,1963
2,3,7,3,1964
3,3,7,3,1965
4,3,7,3,1966
5,3,7,3,1967
6,3,7,3,1968
7,3,7,3,1969
8,3,7,3,1970
9,3,7,3,1971
1,4,7,3,1972
2,4,7,3,1973
3,4,7,3,1974
4,4,7,3,1975
5,4,7,3,1976
6,4,7,3,1977
7,4,7,3,1978
8,4,7,3,1979
9,4,7,3,1980
1,5,7,3,1981
2,5,7,3,1982
3,5,7,3,1983
4,5,7,3,1984
5,5,7,3,1985
6,5,7,3,1986
7,5,7,3,1987
8,5,7,3,1988
9,5,7,3,1989
1,6,7,3,1990
2,6,7,3,1991
3,6,7,3,1992
4,6,7,3,1993
5,6,7,3,1994
6,6,7,3,1995
7,6,7,3,1996
8,6,7,3,1997
9,6,7,3,1998
1,7,7,3,1999
2,7,7,3,2000
3,7,7,3,2001
4,7,7,3,2002
5,7,7,3,2003
6,7,7,3,2004
7,7,7,3,2005
8,7,7,3,2006
9,7,7,3,2007
1,8,7,3,2008
2,8,7,3,2009
3,8,7,3,2010
4,8,7,3,2011
5,8,7,3,2012
6,8,7,3,2013
7,8,7,3,2014
8,8,7,3,2015
9,8,7,3,2016
1,9,7,3,2017
2,9,7,3,2018
3,9,7,3,2019
4,9,7,3,2020
5,9,7,3,2021
6,9,7,3,2022
7,9,7,3,2023
8,9,7,3,2024
9,9,7,3,2025
1,1,8,3,2026
2,1,8,3,2027
3,1,8,3,2028
4,1,8,3,2029
5,1,8,3,2030
6,1,8,3,2031
7,1,8,3,2032
8,1,8,3,2033
9,1,8,3,2034
1,2,8,3,2035
2,2,8,3,2036
3,2,8,3,2037
4,2,8,3,2038
5,2,8,3,2039
6,2,8,3,2040
7,2,8,3,2041
8,2,8,3,2042
9,2,8,3,2043
1,3,8,3,2044
2,3,8,3,2045
3,3,8,3,2046
4,3,8,3,2047
5,3,8,3,2048
6,3,8,3,2049
7,3,8,3,2050
8,3,8,3,2051
9,3,8,3,2052
1,4,8,3,2053
2,4,8,3,2054
3,4,8,3,2055
4,4,8,3,2056
5,4,8,3,2057
6,4,8,3,2058
7,4,8,3,2059
8,4,8,3,2060
9,4,8,3,2061
1,5,8,3,2062
2,5,8,3,2063
3,5,8,3,2064
4,5,8,3,2065
5,5,8,3,2066
6,5,8,3,2067
7,5,8,3,2068
8,5,8,3,2069
9,5,8,3,2070
1,6,8,3,2071
2,6,8,3,2072
3,6,8,3,2073
4,6,8,3,2074
5,6,8,3,2075
6,6,8,3,2076
7,6,8,3,2077
8,6,8,3,2078
9,6,8,3,2079
1,7,8,3,2080
2,7,8,3,2081
3,7,8,3,2082
4,7,8,3,2083
5,7,8,3,2084
6,7,8,3,2085
7,7,8,3,2086
8,7,8,3,2087
9,7,8,3,2088
1,8,8,3,2089
2,8,8,3,2090
3,8,8,3,2091
4,8,8,3,2092
5,8,8,3,2093
6,8,8,3,2094
7,8,8,3,2095
8,8,8,3,2096
9,8,8,3,2097
1,9,8,3,2098
2,9,8,3,2099
3,9,8,3,2100
4,9,8,3,2101
5,9,8,3,2102
6,9,8,3,2103
7,9,8,3,2104
8,9,8,3,2105
9,9,8,3,2106
1,1,9,3,2107
2,1,9,3,2108
3,1,9,3,2109
4,1,9,3,2110
5,1,9,3,2111
6,1,9,3,2112
7,1,9,3,2113
8,1,9,3,2114
9,1,9,3,2115
1,2,9,3,2116
2,2,9,3,2117
3,2,9,3,2118
4,2,9,3,2119
5,2,9,3,2120
6,2,9,3,2121
7,2,9,3,2122
8,2,9,3,2123
9,2,9,3,2124
1,3,9,3,2125
2,3,9,3,2126
3,3,9,3,2127
4,3,9,3,2128
5,3,9,3,2129
6,3,9,3,2130
7,3,9,3,2131
8,3,9,3,2132
9,3,9,3,2133
1,4,9,3,2134
2,4,9,3,2135
3,4,9,3,2136
4,4,9,3,2137
5,4,9,3,2138
6,4,9,3,2139
7,4,9,3,2140
8,4,9,3,2141
9,4,9,3,2142
1,5,9,3,2143
2,5,9,3,2144
3,5,9,3,2145
4,5,9,3,2146
5,5,9,3,2147
6,5,9,3,2148
7,5,9,3,2149
8,5,9,3,2150
9,5,9,3,2151
1,6,9,3,2152
2,6,9,3,2153
3,6,9,3,2154
4,6,9,3,2155
5,6,9,3,2156
6,6,9,3,2157
7,6,9,3,2158
8,6,9,3,2159
9,6,9,3,2160
1,7,9,3,2161
2,7,9,3,2162
3,7,9,3,2163
4,7,9,3,2164
5,7,9,3,2165
6,7,9,3,2166
7,7,9,3,2167
8,7,9,3,2168
9,7,9,3,2169
1,8,9,3,2170
2,8,9,3,2171
3,8,9,3,2172
4,8,9,3,2173
5,8,9,3,2174
6,8,9,3,2175
7,8,9,3,2176
8,8,9,3,2177
9,8,9,3,2178
1,9,9,3,2179
2,9,9,3,2180
3,9,9,3,2181
4,9,9,3,2182
5,9,9,3,2183
6,9,9,3,2184
7,9,9,3,2185
8,9,9,3,2186
9,9,9,3,2187
1,1,1,4,2188
2,1,1,4,2189
3,1,1,4,2190
4,1,1,4,2191
5,1,1,4,2192
6,1,1,4,2193
7,1,1,4,2194
8,1,1,4,2195
9,1,1,4,2196
1,2,1,4,2197
2,2,1,4,2198
3,2,1,4,2199
4,2,1,4,2200
5,2,1,4,2201
6,2,1,4,2202
7,2,1,4,2203
8,2,1,4,2204
9,2,1,4,2205
1,3,1,4,2206
2,3,1,4,2207
3,3,1,4,2208
4,3,1,4,2209
5,3,1,4,2210
6,3,1,4,2211
7,3,1,4,2212
8,3,1,4,2213
9,3,1,4,2214
1,4,1,4,2215
2,4,1,4,2216
3,4,1,4,2217
4,4,1,4,2218
5,4,1,4,2219
6,4,1,4,2220
7,4,1,4,2221
8,4,1,4,2222
9,4,1,4,2223
1,5,1,4,2224
2,5,1,4,2225
3,5,1,4,2226
4,5,1,4,2227
5,5,1,4,2228
6,5,1,4,2229
7,5,1,4,2230
8,5,1,4,2231
9,5,1,4,2232
1,6,1,4,2233
2,6,1,4,2234
3,6,1,4,2235
4,6,1,4,2236
5,6,1,4,2237
6,6,1,4,2238
7,6,1,4,2239
8,6,1,4,2240
9,6,1,4,2241
1,7,1,4,2242
2,7,1,4,2243
3,7,1,4,2244
4,7,1,4,2245
5,7,1,4,2246
6,7,1,4,2247
7,7,1,4,2248
8,7,1,4,2249
9,7,1,4,2250
1,8,1,4,2251
2,8,1,4,2252
3,8,1,4,2253
4,8,1,4,2254
5,8,1,4,2255
6,8,1,4,2256
7,8,1,4,2257
8,8,1,4,2258
9,8,1,4,2259
1,9,1,4,2260
2,9,1,4,2261
3,9,1,4,2262
4,9,1,4,2263
5,9,1,4,2264
6,9,1,4,2265
7,9,1,4,2266
8,9,1,4,2267
9,9,1,4,2268
1,1,2,4,2269
2,1,2,4,2270
3,1,2,4,2271
4,1,2,4,2272
5,1,2,4,2273
6,1,2,4,2274
7,1,2,4,2275
8,1,2,4,2276
9,1,2,4,2277
1,2,2,4,2278
2,2,2,4,2279
3,2,2,4,2280
4,2,2,4,2281
5,2,2,4,2282
6,2,2,4,2283
7,2,2,4,2284
8,2,2,4,2285
9,2,2,4,2286
1,3,2,4,2287
2,3,2,4,2288
3,3,2,4,2289
4,3,2,4,2290
5,3,2,4,2291
6,3,2,4,2292
7,3,2,4,2293
8,3,2,4,2294
9,3,2,4,2295
1,4,2,4,2296
2,4,2,4,2297
3,4,2,4,2298
4,4,2,4,2299
5,4,2,4,2300
6,4,2,4,2301
7,4,2,4,2302
8,4,2,4,2303
9,4,2,4,2304
1,5,2,4,2305
2,5,2,4,2306
3,5,2,4,2307
4,5,2,4,2308
5,5,2,4,2309
6,5,2,4,2310
7,5,2,4,2311
8,5,2,4,2312
9,5,2,4,2313
1,6,2,4,2314
2,6,2,4,2315
3,6,2,4,2316
4,6,2,4,2317
5,6,2,4,2318
6,6,2,4,2319
7,6,2,4,2320
8,6,2,4,2321
9,6,2,4,2322
1,7,2,4,2323
2,7,2,4,2324
3,7,2,4,2325
4,7,2,4,2326
5,7,2,4,2327
6,7,2,4,2328
7,7,2,4,2329
8,7,2,4,2330
9,7,2,4,2331
1,8,2,4,2332
2,8,2,4,2333
3,8,2,4,2334
4,8,2,4,2335
5,8,2,4,2336
6,8,2,4,2337
7,8,2,4,2338
8,8,2,4,2339
9,8,2,4,2340
1,9,2,4,2341
2,9,2,4,2342
3,9,2,4,2343
4,9,2,4,2344
5,9,2,4,2345
6,9,2,4,2346
7,9,2,4,2347
8,9,2,4,2348
9,9,2,4,2349
1,1,3,4,2350
2,1,3,4,2351
3,1,3,4,2352
4,1,3,4,2353
5,1,3,4,2354
6,1,3,4,2355
7,1,3,4,2356
8,1,3,4,2357
9,1,3,4,2358
1,2,3,4,2359
2,2,3,4,2360
3,2,3,4,2361
4,2,3,4,2362
5,2,3,4,2363
6,2,3,4,2364
7,2,3,4,2365
8,2,3,4,2366
9,2,3,4,2367
1,3,3,4,2368
2,3,3,4,2369
3,3,3,4,2370
4,3,3,4,2371
5,3,3,4,2372
6,3,3,4,2373
7,3,3,4,2374
8,3,3,4,2375
9,3,3,4,2376
1,4,3,4,2377
2,4,3,4,2378
3,4,3,4,2379
4,4,3,4,2380
5,4,3,4,2381
6,4,3,4,2382
7,4,3,4,2383
8,4,3,4,2384
9,4,3,4,2385
1,5,3,4,2386
2,5,3,4,2387
3,5,3,4,2388
4,5,3,4,2389
5,5,3,4,2390
6,5,3,4,2391
7,5,3,4,2392
8,5,3,4,2393
9,5,3,4,2394
1,6,3,4,2395
2,6,3,4,2396
3,6,3,4,2397
4,6,3,4,2398
5,6,3,4,2399
6,6,3,4,2400
7,6,3,4,2401
8,6,3,4,2402
9,6,3,4,2403
1,7,3,4,2404
2,7,3,4,2405
3,7,3,4,2406
4,7,3,4,2407
5,7,3,4,2408
6,7,3,4,2409
7,7,3,4,2410
8,7,3,4,2411
9,7,3,4,2412
1,8,3,4,2413
2,8,3,4,2414
3,8,3,4,2415
4,8,3,4,2416
5,8,3,4,2417
6,8,3,4,2418
7,8,3,4,2419
8,8,3,4,2420
9,8,3,4,2421
1,9,3,4,2422
2,9,3,4,2423
3,9,3,4,2424
4,9,3,4,2425
5,9,3,4,2426
6,9,3,4,2427
7,9,3,4,2428
8,9,3,4,2429
9,9,3,4,2430
1,1,4,4,2431
2,1,4,4,2432
3,1,4,4,2433
4,1,4,4,2434
5,1,4,4,2435
6,1,4,4,2436
7,1,4,4,2437
8,1,4,4,2438
9,1,4,4,2439
1,2,4,4,2440
2,2,4,4,2441
3,2,4,4,2442
4,2,4,4,2443
5,2,4,4,2444
6,2,4,4,2445
7,2,4,4,2446
8,2,4,4,2447
9,2,4,4,2448
1,3,4,4,2449
2,3,4,4,2450
3,3,4,4,2451
4,3,4,4,2452
5,3,4,4,2453
6,3,4,4,2454
7,3,4,4,2455
8,3,4,4,2456
9,3,4,4,2457
1,4,4,4,2458
2,4,4,4,2459
3,4,4,4,2460
4,4,4,4,2461
5,4,4,4,2462
6,4,4,4,2463
7,4,4,4,2464
8,4,4,4,2465
9,4,4,4,2466
1,5,4,4,2467
2,5,4,4,2468
3,5,4,4,2469
4,5,4,4,2470
5,5,4,4,2471
6,5,4,4,2472
7,5,4,4,2473
8,5,4,4,2474
9,5,4,4,2475
1,6,4,4,2476
2,6,4,4,2477
3,6,4,4,2478
4,6,4,4,2479
5,6,4,4,2480
6,6,4,4,2481
7,6,4,4,2482
8,6,4,4,2483
9,6,4,4,2484
1,7,4,4,2485
2,7,4,4,2486
3,7,4,4,2487
4,7,4,4,2488
5,7,4,4,2489
6,7,4,4,2490
7,7,4,4,2491
8,7,4,4,2492
9,7,4,4,2493
1,8,4,4,2494
2,8,4,4,2495
3,8,4,4,2496
4,8,4,4,2497
5,8,4,4,2498
6,8,4,4,2499
7,8,4,4,2500
8,8,4,4,2501
9,8,4,4,2502
1,9,4,4,2503
2,9,4,4,2504
3,9,4,4,2505
4,9,4,4,2506
5,9,4,4,2507
6,9,4,4,2508
7,9,4,4,2509
8,9,4,4,2510
9,9,4,4,2511
1,1,5,4,2512
2,1,5,4,2513
3,1,5,4,2514
4,1,5,4,2515
5,1,5,4,2516
6,1,5,4,2517
7,1,5,4,2518
8,1,5,4,2519
9,1,5,4,2520
1,2,5,4,2521
2,2,5,4,2522
3,2,5,4,2523
4,2,5,4,2524
5,2,5,4,2525
6,2,5,4,2526
7,2,5,4,2527
8,2,5,4,2528
9,2,5,4,2529
1,3,5,4,2530
2,3,5,4,2531
3,3,5,4,2532
4,3,5,4,2533
5,3,5,4,2534
6,3,5,4,2535
7,3,5,4,2536
8,3,5,4,2537
9,3,5,4,2538
1,4,5,4,2539
2,4,5,4,2540
3,4,5,4,2541
4,4,5,4,2542
5,4,5,4,2543
6,4,5,4,2544
7,4,5,4,2545
8,4,5,4,2546
9,4,5,4,2547
1,5,5,4,2548
2,5,5,4,2549
3,5,5,4,2550
4,5,5,4,2551
5,5,5,4,2552
6,5,5,4,2553
7,5,5,4,2554
8,5,5,4,2555
9,5,5,4,2556
1,6,5,4,2557
2,6,5,4,2558
3,6,5,4,2559
4,6,5,4,2560
5,6,5,4,2561
6,6,5,4,2562
7,6,5,4,2563
8,6,5,4,2564
9,6,5,4,2565
1,7,5,4,2566
2,7,5,4,2567
3,7,5,4,2568
4,7,5,4,2569
5,7,5,4,2570
6,7,5,4,2571
7,7,5,4,2572
8,7,5,4,2573
9,7,5,4,2574
1,8,5,4,2575
2,8,5,4,2576
3,8,5,4,2577
4,8,5,4,2578
5,8,5,4,2579
6,8,5,4,2580
7,8,5,4,2581
8,8,5,4,2582
9,8,5,4,2583
1,9,5,4,2584
2,9,5,4,2585
3,9,5,4,2586
4,9,5,4,2587
5,9,5,4,2588
6,9,5,4,2589
7,9,5,4,2590
8,9,5,4,2591
9,9,5,4,2592
1,1,6,4,2593
2,1,6,4,2594
3,1,6,4,2595
4,1,6,4,2596
5,1,6,4,2597
6,1,6,4,2598
7,1,6,4,2599
8,1,6,4,2600
9,1,6,4,2601
1,2,6,4,2602
2,2,6,4,2603
3,2,6,4,2604
4,2,6,4,2605
5,2,6,4,2606
6,2,6,4,2607
7,2,6,4,2608
8,2,6,4,2609
9,2,6,4,2610
1,3,6,4,2611
2,3,6,4,2612
3,3,6,4,2613
4,3,6,4,2614
